content,source,rating,date,sentiment_label,sentiment_score,category,priority_score
muller best,google_play,5,2026-02-22 06:49:42,positive,0.6369,Other,0.0
I want my WhatsApp and data safe,google_play,5,2026-02-21 06:49:37,positive,0.4939,Feature Request,0.0
Very good application,google_play,5,2026-02-20 06:49:32,positive,0.4927,Other,0.0
Nowadays whatsApp is very useful.,google_play,4,2026-02-19 06:49:12,positive,0.4927,Other,0.0
good,google_play,4,2026-02-18 06:49:03,positive,0.4404,Other,0.0
good,google_play,3,2026-02-24 06:47:59,positive,0.4404,Other,0.0
its great communication way for people,google_play,5,2026-02-23 06:47:53,positive,0.6249,Other,0.0
good service,google_play,5,2026-02-22 06:47:51,positive,0.4404,Other,0.0
superb,google_play,5,2026-02-21 06:47:29,positive,0.6249,Other,0.0
Cut BBC wv,google_play,5,2026-02-20 06:47:26,negative,-0.2732,Other,5571.21
good 👍,google_play,5,2026-02-19 06:47:22,positive,0.4404,Other,0.0
good,google_play,5,2026-02-18 06:47:22,positive,0.4404,Other,0.0
nice 👍,google_play,5,2026-02-24 06:47:21,positive,0.4215,Other,0.0
good,google_play,5,2026-02-23 06:47:09,positive,0.4404,Other,0.0
". .. z, AA... ..... . ... n...... na. z to. to... mm. o maa. . ....s.. mm................ m mm. ...... po ma mm. e na. . ...........",google_play,4,2026-02-22 06:47:03,negative,-0.5574,Other,5593.13
Nice,google_play,5,2026-02-21 06:46:06,positive,0.4215,Other,0.0
సూపర్,google_play,5,2026-02-20 06:45:55,neutral,0.0,Other,0.0
good,google_play,4,2026-02-19 06:45:55,positive,0.4404,Other,0.0
Excellent,google_play,5,2026-02-18 06:45:24,positive,0.5719,Other,0.0
Good,google_play,5,2026-02-24 06:45:07,positive,0.4404,Other,0.0
दामी छ है यो एप्स चाहिँ,google_play,5,2026-02-23 06:45:04,neutral,0.0,Other,0.0
Great app for easy conversation.,google_play,5,2026-02-22 06:44:57,positive,0.7906,Other,0.0
Good,google_play,5,2026-02-21 06:44:28,positive,0.4404,Other,0.0
prefect,google_play,5,2026-02-20 06:44:23,neutral,0.0,Other,0.0
md tarkul laslm,google_play,5,2026-02-19 06:44:20,neutral,0.0,Other,0.0
very good 👍,google_play,5,2026-02-18 06:44:19,positive,0.4927,Other,0.0
I do later,google_play,4,2026-02-24 06:44:15,neutral,0.0,Other,0.0
very happy,google_play,5,2026-02-23 06:43:48,positive,0.6115,Other,0.0
good,google_play,5,2026-02-22 06:43:46,positive,0.4404,Other,0.0
not good. it's installed it will not communicate with other ones to not sure ? can you share,google_play,5,2026-02-21 06:42:51,negative,-0.2887,Other,5573.02
good,google_play,5,2026-02-20 06:42:21,positive,0.4404,Other,0.0
👊,google_play,4,2026-02-19 06:42:19,neutral,0.0,Other,0.0
give fast message,google_play,3,2026-02-18 06:42:19,neutral,0.0,Performance,0.0
"It is good app for communication ,chats .",google_play,5,2026-02-24 06:42:08,positive,0.4404,Other,0.0
good,google_play,5,2026-02-23 06:42:08,positive,0.4404,Other,0.0
"Its been few months now, NO NOTIFICATIONS!! Tried everything.. gave unrestricted battery access, tried all notification options, allowed permissions, reinstalled app.. but nothing works. All other apps have no issue with notications. No notifications at all for Whatsapp alone.. very frustrating.",google_play,2,2026-02-22 06:41:56,negative,-0.9184,Bug,204.12
been a wonderful experience using this WhatsApp since the crash of GB whatsapp,google_play,5,2026-02-21 06:41:35,positive,0.25,Bug,0.0
good morning 🌅,google_play,5,2026-02-20 06:41:34,positive,0.4404,Other,0.0
best app,google_play,5,2026-02-19 06:41:28,positive,0.6369,Other,0.0
excellent 👌,google_play,5,2026-02-18 06:41:05,positive,0.5719,Other,0.0
very good,google_play,5,2026-02-24 06:41:00,positive,0.4927,Other,0.0
"Best messaging app, I like it",google_play,5,2026-02-23 06:40:58,positive,0.7717,Other,0.0
perfect,google_play,5,2026-02-22 06:40:55,positive,0.5719,Other,0.0
ever since my opinions Good,google_play,4,2026-02-21 06:40:54,positive,0.4404,Other,0.0
bahut hi badhiya 👌,google_play,5,2026-02-20 06:40:53,neutral,0.0,Other,0.0
👍,google_play,3,2026-02-19 06:40:48,neutral,0.0,Other,0.0
right,google_play,5,2026-02-18 06:40:42,neutral,0.0,Other,0.0
super,google_play,5,2026-02-24 06:40:38,positive,0.5994,Other,0.0
nice,google_play,5,2026-02-23 06:39:38,positive,0.4215,Other,0.0
very nice good,google_play,5,2026-02-22 06:39:26,positive,0.7408,Other,0.0
super,google_play,5,2026-02-21 06:39:18,positive,0.5994,Other,0.0
Am loving it 😍😍,google_play,5,2026-02-20 06:39:04,positive,0.5994,Other,0.0
why ads are coming when we see the status of someone.... I don't like this,google_play,2,2026-02-19 06:39:01,negative,-0.2755,Other,5570.63
😛,google_play,5,2026-02-18 06:38:38,neutral,0.0,Other,0.0
vare nishe,google_play,5,2026-02-24 06:37:58,neutral,0.0,Other,0.0
great 👍,google_play,5,2026-02-23 06:37:35,positive,0.6249,Other,0.0
dy suybm dhjido🥰💖🤲💗❤️‍🩹,google_play,5,2026-02-22 06:37:28,neutral,0.0,Other,0.0
good 👍,google_play,5,2026-02-21 06:37:08,positive,0.4404,Other,0.0
very good,google_play,4,2026-02-20 06:37:07,positive,0.4927,Other,0.0
very very nice 👍,google_play,5,2026-02-19 06:37:07,positive,0.5222,Other,0.0
good,google_play,5,2026-02-18 06:36:47,positive,0.4404,Other,0.0
good,google_play,4,2026-02-24 06:36:39,positive,0.4404,Other,0.0
"good to use,",google_play,5,2026-02-23 06:36:33,positive,0.4404,Other,0.0
mast,google_play,5,2026-02-22 06:36:23,neutral,0.0,Other,0.0
पूजा पाठ,google_play,5,2026-02-21 06:36:14,neutral,0.0,Other,0.0
ok,google_play,5,2026-02-20 06:35:06,positive,0.296,Other,0.0
Good 👍👍,google_play,5,2026-02-19 06:34:54,positive,0.4404,Other,0.0
very nice app,google_play,5,2026-02-18 06:34:49,positive,0.4754,Other,0.0
Good,google_play,5,2026-02-24 06:34:36,positive,0.4404,Other,0.0
Pop-up review screens are a plague,google_play,1,2026-02-23 06:34:31,neutral,0.0,Performance,0.0
nice,google_play,4,2026-02-22 06:34:30,positive,0.4215,Other,0.0
good,google_play,5,2026-02-21 06:34:20,positive,0.4404,Other,0.0
🙏राधे🔥राधे🙏सुप्रभात्....✍,google_play,5,2026-02-20 06:34:11,neutral,0.0,Other,0.0
thet is great app for connecting,google_play,5,2026-02-19 06:33:56,positive,0.6249,Other,0.0
there should be an option for meta to send voice msg.... still there should be some changes... meta walpaper should change... 😶,google_play,4,2026-02-18 06:33:34,neutral,0.0,Other,0.0
love what my brother sends me.,google_play,4,2026-02-24 06:33:31,positive,0.6369,Other,0.0
it's very good way of communication,google_play,5,2026-02-23 06:33:16,positive,0.4927,Other,0.0
nice,google_play,5,2026-02-22 06:32:39,positive,0.4215,Other,0.0
video call is not quality,google_play,3,2026-02-21 06:31:43,neutral,0.0,Other,0.0
exceptionally well,google_play,4,2026-02-20 06:31:42,positive,0.3384,Other,0.0
nice,google_play,5,2026-02-19 06:31:39,positive,0.4215,Other,0.0
excellent,google_play,5,2026-02-18 06:31:30,positive,0.5719,Other,0.0
👠new,google_play,3,2026-02-24 06:31:14,neutral,0.0,Other,0.0
Great App To connect people,google_play,5,2026-02-23 06:30:40,positive,0.6249,Other,0.0
very good app 👌,google_play,5,2026-02-22 06:30:23,positive,0.4927,Other,0.0
good,google_play,5,2026-02-21 06:30:17,positive,0.4404,Other,0.0
super app,google_play,5,2026-02-20 06:30:08,positive,0.5994,Other,0.0
this acount is no longer,google_play,4,2026-02-19 06:29:48,negative,-0.296,Other,5571.94
"editing pictures with filters and stylish fonts for text with good options while sending, and if we type a word from old messages that should show where that is by highlighting like before",google_play,3,2026-02-18 06:28:51,positive,0.6597,Other,0.0
rrtudrrtez l k ib Yu 😁 k 😂 yu y gkr,google_play,5,2026-02-24 06:27:42,neutral,0.0,Other,0.0
"Whatsapp is easy to use, feature-rich, and secure with end-to-end encryption—great for fast, reliable communication. ✈️✈️",google_play,5,2026-02-23 06:27:29,positive,0.6486,Feature Request,0.0
WhatsApp is a great Application in whole World. it is also a nice way of Communication to each other. Thanx WhatsApp....!!!!!,google_play,5,2026-02-22 06:27:17,positive,0.7845,Other,0.0
watsap is a great Way to communicate but I would suggest to send and receive Msg and calls on a low network should be as fast as on a high network because sometimes you have to go to such places where mbl networks are very slow thus WatsAp will not work properly I suggest to resolve this issue Thanks,google_play,5,2026-02-21 06:26:46,positive,0.7992,Bug,0.0
something changes,google_play,3,2026-02-20 06:25:46,neutral,0.0,Other,0.0
good 😊,google_play,5,2026-02-19 06:25:23,positive,0.4404,Other,0.0
this is a very great app very helpful,google_play,4,2026-02-18 06:25:17,positive,0.8169,Other,0.0
Miraj Ahmad,google_play,2,2026-02-24 06:25:11,neutral,0.0,Other,0.0
good communicator,google_play,5,2026-02-23 06:24:59,positive,0.4404,Other,0.0
good,google_play,5,2026-02-22 06:24:49,positive,0.4404,Other,0.0
Very good,google_play,2,2026-02-21 06:24:42,positive,0.4927,Other,0.0
excellent,google_play,5,2026-02-20 06:24:27,positive,0.5719,Other,0.0
good,google_play,5,2026-02-19 06:24:04,positive,0.4404,Other,0.0
"Yes , for me it's very useful",google_play,4,2026-02-18 06:23:56,positive,0.7089,Other,0.0
a good one to transfer personal messages,google_play,5,2026-02-24 06:23:15,positive,0.4404,Other,0.0
ok,google_play,5,2026-02-23 06:23:00,positive,0.296,Other,0.0
good,google_play,5,2026-02-22 06:22:27,positive,0.4404,Other,0.0
no way to remove people,google_play,1,2026-02-21 06:22:15,negative,-0.296,Other,5573.52
excellent,google_play,5,2026-02-20 06:22:02,positive,0.5719,Other,0.0
new version,google_play,2,2026-02-19 06:21:58,neutral,0.0,Other,0.0
useful,google_play,5,2026-02-18 06:21:22,positive,0.4404,Other,0.0
nice 🙂,google_play,5,2026-02-24 06:21:08,positive,0.4215,Other,0.0
good,google_play,4,2026-02-23 06:21:05,positive,0.4404,Other,0.0
thank you for your help,google_play,5,2026-02-22 06:20:17,positive,0.6369,Other,0.0
update system ai system New varson,google_play,5,2026-02-21 06:20:13,neutral,0.0,Other,0.0
perfect 👍👍,google_play,4,2026-02-20 06:20:10,positive,0.5719,Other,0.0
ok ok,google_play,5,2026-02-19 06:20:08,positive,0.5267,Other,0.0
I love it,google_play,5,2026-02-18 06:20:08,positive,0.6369,Other,0.0
really good app when it comes to texting but when you post something on ur stutes it always get blurred like som of the other apps,google_play,5,2026-02-24 06:19:55,positive,0.6538,Other,0.0
easy to use,google_play,5,2026-02-23 06:19:17,positive,0.4404,Other,0.0
exallant this app,google_play,5,2026-02-22 06:19:12,neutral,0.0,Other,0.0
nice one,google_play,5,2026-02-21 06:18:48,positive,0.4215,Other,0.0
good,google_play,5,2026-02-20 06:18:30,positive,0.4404,Other,0.0
Mera watsupp main gifs Nazar nhi ataa,google_play,1,2026-02-19 06:18:12,neutral,0.0,Other,0.0
bahut shandar hai,google_play,4,2026-02-18 06:17:48,neutral,0.0,Other,0.0
👍,google_play,1,2026-02-24 06:17:34,neutral,0.0,Other,0.0
vii,google_play,1,2026-02-23 06:17:24,neutral,0.0,Other,0.0
good app,google_play,5,2026-02-22 06:17:18,positive,0.4404,Other,0.0
"send you marketing at midnight. Never wanted to be contacted in first place. Terrible app, can't wait for replacement.",google_play,1,2026-02-21 06:16:33,negative,-0.4767,Feature Request,204.05
thek,google_play,5,2026-02-20 06:16:29,neutral,0.0,Other,0.0
please help me!! my WhatsApp crashed!!,google_play,1,2026-02-19 06:16:17,positive,0.6124,Bug,0.0
Good,google_play,5,2026-02-18 06:16:11,positive,0.4404,Other,0.0
good 👍,google_play,5,2026-02-24 06:16:05,positive,0.4404,Other,0.0
M. N jha education point youtube channel,google_play,5,2026-02-23 06:15:47,neutral,0.0,Other,0.0
whataApp is a good medium of communication. I highly recommend using it,google_play,5,2026-02-22 06:15:33,positive,0.6901,Other,0.0
ok,google_play,5,2026-02-21 06:15:10,positive,0.296,Other,0.0
I cannot start my app on my other phone please fix this bug,google_play,1,2026-02-20 06:15:00,positive,0.3182,Bug,0.0
good,google_play,5,2026-02-19 06:14:50,positive,0.4404,Other,0.0
supr,google_play,5,2026-02-18 06:14:49,neutral,0.0,Other,0.0
that's long over due,google_play,5,2026-02-24 06:14:02,neutral,0.0,Other,0.0
okay super,google_play,5,2026-02-23 06:13:56,positive,0.7003,Other,0.0
Never will forget any1,google_play,5,2026-02-22 06:13:22,positive,0.1695,Other,0.0
nice app,google_play,5,2026-02-21 06:12:46,positive,0.4215,Other,0.0
تطبيق رائع جداً,google_play,5,2026-02-20 06:12:20,neutral,0.0,Other,0.0
alot of ban problem without any violation,google_play,1,2026-02-19 06:12:15,negative,-0.5679,Bug,174.35
"awesome app, brings new features to simplify the com options.",google_play,5,2026-02-18 06:12:01,positive,0.6249,Feature Request,0.0
but my whatsapp slow,google_play,4,2026-02-24 06:11:56,neutral,0.0,Performance,0.0
Love you,google_play,5,2026-02-23 06:11:52,positive,0.6369,Other,0.0
love,google_play,5,2026-02-22 06:11:29,positive,0.6369,Other,0.0
❤️good work,google_play,4,2026-02-21 06:11:02,neutral,0.0,Other,0.0
best,google_play,5,2026-02-20 06:10:59,positive,0.6369,Other,0.0
Good app,google_play,5,2026-02-19 06:10:40,positive,0.4404,Other,0.0
not good features I want good features I want good future a,google_play,5,2026-02-18 06:10:35,negative,-0.7692,Feature Request,218.18
the nice,google_play,2,2026-02-24 06:10:24,positive,0.4215,Other,0.0
good,google_play,5,2026-02-23 06:10:13,positive,0.4404,Other,0.0
super excited,google_play,4,2026-02-22 06:10:07,positive,0.743,Other,0.0
the app is lovely,google_play,5,2026-02-21 06:10:07,positive,0.5859,Other,0.0
alhajisasa,google_play,5,2026-02-20 06:10:04,neutral,0.0,Other,0.0
"I even I didn't discribed, the elder of the down no the boundary of the land",google_play,5,2026-02-19 06:10:02,negative,-0.296,Other,5571.94
I like,google_play,5,2026-02-18 06:09:40,positive,0.3612,Other,0.0
nice,google_play,5,2026-02-24 06:09:40,positive,0.4215,Other,0.0
good,google_play,5,2026-02-23 06:09:40,positive,0.4404,Other,0.0
Good,google_play,5,2026-02-22 06:09:38,positive,0.4404,Other,0.0
good,google_play,5,2026-02-21 06:09:26,positive,0.4404,Other,0.0
super,google_play,5,2026-02-20 06:09:24,positive,0.5994,Other,0.0
very Very nice app,google_play,5,2026-02-19 06:09:12,positive,0.5222,Other,0.0
good best apps,google_play,5,2026-02-18 06:08:36,positive,0.7964,Other,0.0
good,google_play,3,2026-02-24 06:08:20,positive,0.4404,Other,0.0
good,google_play,2,2026-02-23 06:08:14,positive,0.4404,Other,0.0
need more effect,google_play,1,2026-02-22 06:07:56,neutral,0.0,Feature Request,0.0
comfortable and useful,google_play,5,2026-02-21 06:07:50,positive,0.7351,Other,0.0
عامر خان رند بلوچ,google_play,5,2026-02-20 06:07:29,neutral,0.0,Other,0.0
bahut achchha hai,google_play,5,2026-02-19 06:07:07,neutral,0.0,Other,0.0
very very useful hard security,google_play,5,2026-02-18 06:07:00,positive,0.6361,Other,0.0
usefull,google_play,5,2026-02-24 06:06:57,neutral,0.0,Other,0.0
This app the best,google_play,4,2026-02-23 06:06:35,positive,0.6369,Other,0.0
install no ho rhi hai,google_play,5,2026-02-22 06:06:23,negative,-0.296,Other,5574.31
good,google_play,3,2026-02-21 06:06:22,positive,0.4404,Other,0.0
Very good,google_play,5,2026-02-20 06:06:11,positive,0.4927,Other,0.0
v nice,google_play,5,2026-02-19 06:05:56,positive,0.4215,Other,0.0
good,google_play,5,2026-02-18 06:05:49,positive,0.4404,Other,0.0
food,google_play,5,2026-02-24 06:04:31,neutral,0.0,Other,0.0
good working aap,google_play,5,2026-02-23 06:04:13,positive,0.4404,Other,0.0
WhatsApp is a reliable and secure way to connect to new people.,google_play,5,2026-02-22 06:04:02,positive,0.34,Other,0.0
Good 👍,google_play,5,2026-02-21 06:03:52,positive,0.4404,Other,0.0
EXCELLENT 👍,google_play,5,2026-02-20 06:03:41,positive,0.5719,Other,0.0
Whatsapp app is a good application.,google_play,5,2026-02-19 06:03:39,positive,0.4404,Other,0.0
good 👍,google_play,5,2026-02-18 06:03:33,positive,0.4404,Other,0.0
good,google_play,5,2026-02-24 06:03:04,positive,0.4404,Other,0.0
good 👍,google_play,5,2026-02-23 06:02:25,positive,0.4404,Other,0.0
It's great to talk to your loved ones.,google_play,5,2026-02-22 06:02:23,positive,0.8402,Other,0.0
sometime network issue,google_play,5,2026-02-21 06:02:09,neutral,0.0,Bug,0.0
Cal notification is not showing on screen. Always i have to open whatsapp to receive a call. Please fix it,google_play,1,2026-02-20 06:02:04,positive,0.3182,Bug,0.0
legit,google_play,5,2026-02-19 06:01:59,neutral,0.0,Other,0.0
nice,google_play,5,2026-02-18 06:01:57,positive,0.4215,Other,0.0
good,google_play,5,2026-02-24 06:01:37,positive,0.4404,Other,0.0
"It seems alot of people, stay connected with this app. Far and wide, I have made friends all over the world. I can't wait to get the app again. Just so, I can say to all of them. LOVE, from America.. Your,, Lady Redemption",google_play,5,2026-02-23 06:01:31,positive,0.8074,Other,0.0
very good aap,google_play,4,2026-02-22 06:01:23,positive,0.4927,Other,0.0
very great,google_play,5,2026-02-21 06:01:21,positive,0.659,Other,0.0
good,google_play,5,2026-02-20 06:00:55,positive,0.4404,Other,0.0
like thing that are in secrets not public,google_play,5,2026-02-19 06:00:25,positive,0.3612,Other,0.0
Voice/sound is not clear when making a call,google_play,2,2026-02-18 06:00:17,negative,-0.2924,Other,5570.93
above some change You,google_play,5,2026-02-24 06:00:00,neutral,0.0,Other,0.0
super 😊,google_play,5,2026-02-23 05:59:38,positive,0.5994,Other,0.0
"awesome all th time. keep it simple nice security , and reliable",google_play,5,2026-02-22 05:59:29,positive,0.8519,Other,0.0
right,google_play,5,2026-02-21 05:59:26,neutral,0.0,Other,0.0
wow Excellent 👌👍 happy 😊,google_play,4,2026-02-20 05:59:01,positive,0.9042,Other,0.0
good app,google_play,5,2026-02-19 05:58:45,positive,0.4404,Other,0.0
wonderful,google_play,5,2026-02-18 05:58:38,positive,0.5719,Other,0.0
Nice,google_play,4,2026-02-24 05:58:29,positive,0.4215,Other,0.0
always works without any loads having advance features,google_play,5,2026-02-23 05:58:00,neutral,0.0,Feature Request,0.0
excellent app,google_play,5,2026-02-22 05:57:50,positive,0.5719,Other,0.0
higher privacy level needed,google_play,5,2026-02-21 05:57:15,neutral,0.0,Feature Request,0.0
"I don't not want Google to display my Account name photo, and other personal information.",google_play,1,2026-02-20 05:56:58,neutral,0.0424,Feature Request,0.0
it's opening is not quick,google_play,2,2026-02-19 05:56:54,neutral,0.0,UI/UX,0.0
gud,google_play,5,2026-02-18 05:56:54,neutral,0.0,Other,0.0
"My name is AD Mazari,I use WhatsApp daily for personal and official communication. It works smoothly and helps me stay connected throughout the day.",google_play,5,2026-02-24 05:56:36,positive,0.3818,Other,0.0
Excellent deliverance craft works congratulations 🎉 Greetings 🎉,google_play,5,2026-02-23 05:55:51,positive,0.886,Other,0.0
helpful for life,google_play,5,2026-02-22 05:55:46,positive,0.4215,Other,0.0
photos and video amd live chat are all really good!,google_play,5,2026-02-21 05:55:42,positive,0.4927,Other,0.0
nice but AI call voiceing more beter,google_play,4,2026-02-20 05:55:29,positive,0.2263,Other,0.0
good,google_play,5,2026-02-19 05:55:26,positive,0.4404,Other,0.0
Updated review I just found out that someone is using my WhatsApp account because they changed my profile picture. Please help!! How can you do this to me Whatsapp?? you logged me out and now I can't get back in!! My mom passed away 6 months ago. If I can't get back in to my account I'm going to lose all her messages that are so meaningful to me 😢,google_play,1,2026-02-18 05:55:08,positive,0.6476,Other,0.0
smooth,google_play,5,2026-02-24 05:55:03,neutral,0.0,Other,0.0
Amazing for me 😊,google_play,5,2026-02-23 05:54:43,positive,0.5859,Other,0.0
adilshah,google_play,5,2026-02-22 05:54:22,neutral,0.0,Other,0.0
it’s good,google_play,5,2026-02-21 05:53:43,positive,0.4404,Other,0.0
best of the best,google_play,3,2026-02-20 05:53:42,positive,0.8555,Other,0.0
Good morning sir WhatsApp is best app,google_play,5,2026-02-19 05:53:38,positive,0.7964,Other,0.0
good 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,google_play,5,2026-02-18 05:52:55,positive,0.4404,Other,0.0
"it is a good app it helps to connect with our friends, families 🙃🤩",google_play,5,2026-02-24 05:52:23,positive,0.8225,Other,0.0
Great 😃👍 and special app for special people,google_play,5,2026-02-23 05:52:16,positive,0.8591,Other,0.0
very poor,google_play,1,2026-02-22 05:52:06,negative,-0.5256,Other,5590.84
good,google_play,5,2026-02-21 05:51:16,positive,0.4404,Other,0.0
good,google_play,5,2026-02-20 05:50:36,positive,0.4404,Other,0.0
Very nice,google_play,3,2026-02-19 05:50:35,positive,0.4754,Other,0.0
please don't baan watsapp,google_play,5,2026-02-18 05:50:10,positive,0.3182,Other,0.0
I Love it's so much,google_play,5,2026-02-24 05:50:08,positive,0.6369,Other,0.0
good 😊,google_play,5,2026-02-23 05:49:44,positive,0.4404,Other,0.0
good,google_play,5,2026-02-22 05:49:34,positive,0.4404,Other,0.0
my profile,google_play,5,2026-02-21 05:49:03,neutral,0.0,Other,0.0
This app is simple to use and it manenger by safaricomPLC Lipa mdogo mdogo device and power by safaricomPLC.,google_play,5,2026-02-20 05:49:00,neutral,0.0,Other,0.0
💪💪👌👌👌,google_play,5,2026-02-19 05:48:36,neutral,0.0,Other,0.0
Good,google_play,5,2026-02-18 05:48:30,positive,0.4404,Other,0.0
Very good app,google_play,5,2026-02-24 05:48:22,positive,0.4927,Other,0.0
ok,google_play,5,2026-02-23 05:48:08,positive,0.296,Other,0.0
excellent,google_play,5,2026-02-22 05:47:56,positive,0.5719,Other,0.0
"I have to problem with the app but with who controls it. I dont think whatsapp is end to end encrypted. It sells your data, information and use them for ads. Whatever everything is connected to illuminati.",google_play,1,2026-02-21 05:47:44,negative,-0.2144,Bug,152.87
"Great app! I use it to stay connected to family and to my Christian fellowship groups, as well as family overseas. wonderful application, easy to use, reliable, and safe. Highly recommend.",google_play,5,2026-02-20 05:47:20,positive,0.9552,Other,0.0
Is fine I guess.,google_play,4,2026-02-19 05:47:12,positive,0.2023,Other,0.0
one of the best app or platform for sharing information about the whole world about living or nonliving things.,google_play,5,2026-02-18 05:47:03,positive,0.7906,Other,0.0
unblock option,google_play,5,2026-02-24 05:46:57,neutral,0.0,Other,0.0
best app,google_play,5,2026-02-23 05:46:38,positive,0.6369,Other,0.0
It's a good app,google_play,5,2026-02-22 05:46:24,positive,0.4404,Other,0.0
beutiful chatting,google_play,5,2026-02-21 05:46:05,neutral,0.0,Other,0.0
very poor,google_play,5,2026-02-20 05:45:49,negative,-0.5256,Other,5588.04
awesome,google_play,5,2026-02-19 05:45:45,positive,0.6249,Other,0.0
poor .,google_play,2,2026-02-18 05:45:35,negative,-0.4767,Other,5582.24
nice,google_play,5,2026-02-24 05:45:33,positive,0.4215,Other,0.0
is better,google_play,5,2026-02-23 05:45:24,positive,0.4404,Other,0.0
very good,google_play,5,2026-02-22 05:44:54,positive,0.4927,Other,0.0
🤭☺️😊,google_play,5,2026-02-21 05:44:54,neutral,0.0,Other,0.0
so slow on desktop..,google_play,1,2026-02-20 05:44:53,neutral,0.0,Performance,0.0
very good 👍 ok,google_play,5,2026-02-19 05:44:48,positive,0.688,Other,0.0
it's not awesome,google_play,1,2026-02-18 05:44:44,negative,-0.5096,Other,5584.26
I cant call when im 50 feet feom my house,google_play,1,2026-02-24 05:44:39,neutral,0.0,Other,0.0
nice app,google_play,5,2026-02-23 05:44:36,positive,0.4215,Other,0.0
excellent job,google_play,5,2026-02-22 05:44:35,positive,0.5719,Other,0.0
All is well 👍👌,google_play,5,2026-02-21 05:44:15,positive,0.2732,Other,0.0
d best,google_play,5,2026-02-20 05:43:35,positive,0.6369,Other,0.0
ok,google_play,1,2026-02-19 05:43:08,positive,0.296,Other,0.0
good,google_play,5,2026-02-18 05:42:41,positive,0.4404,Other,0.0
